"stock","sppFAO","area","desc","areaType"
"edt.27.nea","EDT","27.9.a","Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Divisions                  "
"edt.27.nea","EDT","27.9.b","Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Divisions                  "
"edt.27.nea","EDT","27.3.a.21","Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Sub-divisions              "
"edt.27.nea","EDT","27.9.a.n","Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Sub-divisions              "
"edt.27.nea","EDT","27.9.a.s","Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Sub-divisions              "
"edt.27.nea","EDT","27.9.a.c.n","Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_AreaUnit                   "
"edt.27.nea","EDT","27.9.a.c.s","Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_AreaUnit                   "
"edt.27.nea","EDT","27.3.a.20","Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Sub-divisions              "
"edt.27.nea","EDT","27.9.a.s.a","Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_AreaUnit                   "
"edt.27.nea","EDT","27.9.a.s.c","Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_AreaUnit                   "
"edt.27.nea","EDT","27.2.a.1","Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Sub-divisions              "
"edt.27.nea","EDT","27.2.a.2","Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Sub-divisions              "
"edt.27.nea","EDT","27.9.b.1","Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Sub-divisions              "
"edt.27.nea","EDT","27.9.b.2","Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Sub-divisions              "
"edt.27.nea","EDT","27.5.a.1","Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Sub-divisions              "
"edt.27.nea","EDT","27.5.a.2","Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Sub-divisions              "
"edt.27.nea","EDT","27.6.b.2","Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Sub-divisions              "
"edt.27.nea","EDT","27.6.b.1","Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Sub-divisions              "
"edt.27.nea","EDT","27.7.c.1","Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Sub-divisions              "
"edt.27.nea","EDT","27.7.c.2","Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Sub-divisions              "
"edt.27.nea","EDT","27.7.j.1","Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Sub-divisions              "
"edt.27.nea","EDT","27.7.j.2","Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Sub-divisions              "
"edt.27.nea","EDT","27.7.k.1","Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Sub-divisions              "
"edt.27.nea","EDT","27.7.k.2","Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Sub-divisions              "
"edt.27.nea","EDT","27.8.d.1","Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Sub-divisions              "
"edt.27.nea","EDT","27.8.d.2","Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Sub-divisions              "
"edt.27.nea","EDT","27.8.e.1","Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Sub-divisions              "
"edt.27.nea","EDT","27.8.e.2","Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Sub-divisions              "
"edt.27.nea","EDT","27.9.a.c","Musky octopus (Eledone moschata) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Sub-divisions              "
"eje.27.nea","EJE","27.4","Elegant cuttlefish (Sepia elegans) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Sub-areas                  "
"eje.27.nea","EJE","27.4.a","Elegant cuttlefish (Sepia elegans) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Divisions                  "
"eje.27.nea","EJE","27.5","Elegant cuttlefish (Sepia elegans) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Sub-areas                  "
"eje.27.nea","EJE","27.6","Elegant cuttlefish (Sepia elegans) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Sub-areas                  "
"eje.27.nea","EJE","27.7","Elegant cuttlefish (Sepia elegans) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Sub-areas                  "
"eje.27.nea","EJE","27.8","Elegant cuttlefish (Sepia elegans) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Sub-areas                  "
"eje.27.nea","EJE","27.9","Elegant cuttlefish (Sepia elegans) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Sub-areas                  "
"eje.27.nea","EJE","27.2.a","Elegant cuttlefish (Sepia elegans) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Divisions                  "
"eje.27.nea","EJE","27.3.a","Elegant cuttlefish (Sepia elegans) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Divisions                  "
"eje.27.nea","EJE","27.4.b","Elegant cuttlefish (Sepia elegans) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Divisions                  "
"eje.27.nea","EJE","27.4.c","Elegant cuttlefish (Sepia elegans) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Divisions                  "
"eje.27.nea","EJE","27.5.a","Elegant cuttlefish (Sepia elegans) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Divisions                  "
"eje.27.nea","EJE","27.5.b","Elegant cuttlefish (Sepia elegans) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Divisions                  "
"eje.27.nea","EJE","27.6.a","Elegant cuttlefish (Sepia elegans) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Divisions                  "
"eje.27.nea","EJE","27.6.b","Elegant cuttlefish (Sepia elegans) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Divisions                  "
"eje.27.nea","EJE","27.7.a","Elegant cuttlefish (Sepia elegans) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Divisions                  "
"eje.27.nea","EJE","27.7.d","Elegant cuttlefish (Sepia elegans) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Divisions                  "
"eje.27.nea","EJE","27.7.e","Elegant cuttlefish (Sepia elegans) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Divisions                  "
"eje.27.nea","EJE","27.7.f","Elegant cuttlefish (Sepia elegans) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Divisions                  "
"eje.27.nea","EJE","27.5.b.1","Elegant cuttlefish (Sepia elegans) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Sub-divisions              "
"eje.27.nea","EJE","27.5.b.2","Elegant cuttlefish (Sepia elegans) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Sub-divisions              "
"eje.27.nea","EJE","27.7.b","Elegant cuttlefish (Sepia elegans) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Divisions                  "
"eje.27.nea","EJE","27.7.c","Elegant cuttlefish (Sepia elegans) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Divisions                  "
"eje.27.nea","EJE","27.7.g","Elegant cuttlefish (Sepia elegans) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Divisions                  "
"eje.27.nea","EJE","27.7.h","Elegant cuttlefish (Sepia elegans) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Divisions                  "
"eje.27.nea","EJE","27.7.j","Elegant cuttlefish (Sepia elegans) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Divisions                  "
"eje.27.nea","EJE","27.7.k","Elegant cuttlefish (Sepia elegans) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Divisions                  "
"eje.27.nea","EJE","27.8.a","Elegant cuttlefish (Sepia elegans) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Divisions                  "
"eje.27.nea","EJE","27.8.b","Elegant cuttlefish (Sepia elegans) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Divisions                  "
"eje.27.nea","EJE","27.8.c","Elegant cuttlefish (Sepia elegans) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Divisions                  "
"eje.27.nea","EJE","27.8.d","Elegant cuttlefish (Sepia elegans) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Divisions                  "
"eje.27.nea","EJE","27.8.e","Elegant cuttlefish (Sepia elegans) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Divisions                  "
"eje.27.nea","EJE","27.9.a","Elegant cuttlefish (Sepia elegans) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Divisions                  "
"eje.27.nea","EJE","27.9.b","Elegant cuttlefish (Sepia elegans) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Divisions                  "
"eje.27.nea","EJE","27.3.a.21","Elegant cuttlefish (Sepia elegans) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Sub-divisions              "
"eje.27.nea","EJE","27.9.a.n","Elegant cuttlefish (Sepia elegans) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Sub-divisions              "
"eje.27.nea","EJE","27.9.a.s","Elegant cuttlefish (Sepia elegans) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Sub-divisions              "
"eje.27.nea","EJE","27.9.a.c.n","Elegant cuttlefish (Sepia elegans) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_AreaUnit                   "
"eje.27.nea","EJE","27.9.a.c.s","Elegant cuttlefish (Sepia elegans) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_AreaUnit                   "
"eje.27.nea","EJE","27.3.a.20","Elegant cuttlefish (Sepia elegans) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Sub-divisions              "
"eje.27.nea","EJE","27.9.a.s.a","Elegant cuttlefish (Sepia elegans) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_AreaUnit                   "
"eje.27.nea","EJE","27.9.a.s.c","Elegant cuttlefish (Sepia elegans) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_AreaUnit                   "
"eje.27.nea","EJE","27.2.a.1","Elegant cuttlefish (Sepia elegans) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Sub-divisions              "
"eje.27.nea","EJE","27.2.a.2","Elegant cuttlefish (Sepia elegans) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Sub-divisions              "
"eje.27.nea","EJE","27.9.b.1","Elegant cuttlefish (Sepia elegans) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Sub-divisions              "
"eje.27.nea","EJE","27.9.b.2","Elegant cuttlefish (Sepia elegans) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Sub-divisions              "
"eje.27.nea","EJE","27.5.a.1","Elegant cuttlefish (Sepia elegans) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Sub-divisions              "
"eje.27.nea","EJE","27.5.a.2","Elegant cuttlefish (Sepia elegans) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Sub-divisions              "
"eje.27.nea","EJE","27.6.b.2","Elegant cuttlefish (Sepia elegans) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Sub-divisions              "
"eje.27.nea","EJE","27.6.b.1","Elegant cuttlefish (Sepia elegans) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Sub-divisions              "
"eje.27.nea","EJE","27.7.c.1","Elegant cuttlefish (Sepia elegans) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Sub-divisions              "
"eje.27.nea","EJE","27.7.c.2","Elegant cuttlefish (Sepia elegans) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Sub-divisions              "
"eje.27.nea","EJE","27.7.j.1","Elegant cuttlefish (Sepia elegans) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Sub-divisions              "
"eje.27.nea","EJE","27.7.j.2","Elegant cuttlefish (Sepia elegans) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Sub-divisions              "
"eje.27.nea","EJE","27.7.k.1","Elegant cuttlefish (Sepia elegans) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Sub-divisions              "
"eje.27.nea","EJE","27.7.k.2","Elegant cuttlefish (Sepia elegans) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Sub-divisions              "
"eje.27.nea","EJE","27.8.d.1","Elegant cuttlefish (Sepia elegans) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Sub-divisions              "
"eje.27.nea","EJE","27.8.d.2","Elegant cuttlefish (Sepia elegans) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Sub-divisions              "
"eje.27.nea","EJE","27.8.e.1","Elegant cuttlefish (Sepia elegans) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Sub-divisions              "
"eje.27.nea","EJE","27.8.e.2","Elegant cuttlefish (Sepia elegans) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Sub-divisions              "
"eje.27.nea","EJE","27.9.a.c","Elegant cuttlefish (Sepia elegans) in subareas 4-9 and divisions 2.a and 3.a (Norwegian Sea, Skagerrak and Kattegat, North Sea, Iceland and Faroes grounds, West of Scotland, Celtic Seas, Bay of Biscay, Portuguese Waters)","IC_Sub-divisions              "
"ele.2737.nea","ELE","27.4","European eel (Anguilla anguilla) throughout its natural range","IC_Sub-areas                  "
"ele.2737.nea","ELE","27.3","European eel (Anguilla anguilla) throughout its natural range","IC_Sub-areas                  "
"ele.2737.nea","ELE","27.4.a","European eel (Anguilla anguilla) throughout its natural range","IC_Divisions                  "
"ele.2737.nea","ELE","27.1","European eel (Anguilla anguilla) throughout its natural range","IC_Sub-areas                  "
"ele.2737.nea","ELE","27.2","European eel (Anguilla anguilla) throughout its natural range","IC_Sub-areas                  "
"ele.2737.nea","ELE","27.5","European eel (Anguilla anguilla) throughout its natural range","IC_Sub-areas                  "
"ele.2737.nea","ELE","27.6","European eel (Anguilla anguilla) throughout its natural range","IC_Sub-areas                  "
"ele.2737.nea","ELE","27.7","European eel (Anguilla anguilla) throughout its natural range","IC_Sub-areas                  "
"ele.2737.nea","ELE","27.8","European eel (Anguilla anguilla) throughout its natural range","IC_Sub-areas                  "
"ele.2737.nea","ELE","27.9","European eel (Anguilla anguilla) throughout its natural range","IC_Sub-areas                  "
"ele.2737.nea","ELE","27.10","European eel (Anguilla anguilla) throughout its natural range","IC_Sub-areas                  "
"ele.2737.nea","ELE","27.12","European eel (Anguilla anguilla) throughout its natural range","IC_Sub-areas                  "
"ele.2737.nea","ELE","27.14","European eel (Anguilla anguilla) throughout its natural range","IC_Sub-areas                  "
